i	x	y	z	x+dif	y+dif	z+dif	xdif	ydif	zdif
181	-10995.1171177	-191.920483183	0.0	-11055.1677692	-223.579851769	-79.4522446213	-60.05065144831627	-31.65936858615727	-79.452244621349
182	-10978.3939419	-383.373964234	0.0	-10969.2133068	-355.800149171	-54.8077408088	9.180635112719543	27.573815063156218	-54.80774080875845
183	-10950.6065962	-573.89697351	0.0	-10869.3225849	-625.308054995	8.22672095586	81.28401135305552	-51.41108148582227	8.22672095585611
184	-10911.8809958	-763.033050342	0.0	-10858.9145986	-780.16247208	29.8145667774	52.96639717089991	-17.12942173797221	29.814566777417127
185	-10862.3914313	-950.336109023	0.0	-10950.6116283	-1049.4056633	24.0682466168	-88.22019695660526	-99.06955427436894	24.068246616831217
186	-10802.3586291	-1135.37364278	0.0	-10856.2931118	-1214.313404	7.49822000404	-53.934482747731025	-78.93976122422437	7.498220004036995
187	-10732.0473259	-1317.7297185	0.0	-10749.0559827	-1259.84043861	86.6565520097	-17.00865679532204	57.88927988609777	86.65655200966933
188	-10651.7634088	-1497.00772053	0.0	-10560.2995519	-1425.15460961	-48.50192065	91.46385689780504	71.85311091677434	-48.50192064995884
189	-10561.8506759	-1672.83280809	0.0	-10570.5189549	-1729.19953157	28.9694580102	-8.668279032321507	-56.36672347166831	28.969458010170655
190	-10462.6872802	-1844.85405821	0.0	-10411.0195363	-1896.40572265	25.1704135146	51.66774381494926	-51.55166444760697	25.170413514569148
191	-10354.6819236	-2012.74627333	0.0	-10433.2989202	-1959.21271396	-2.97959754326	-78.6169965808517	53.5335593688215	-2.979597543259956
192	-10238.2698691	-2176.21144083	0.0	-10237.3943845	-2153.04788782	24.3728130792	0.8754845885547979	23.163553004638572	24.372813079223235
193	-10113.908839	-2334.97983886	0.0	-10177.452691	-2249.25715059	31.4724282383	-63.5438520068909	85.72268826894859	31.47242823825198
194	-9982.07486633	-2488.81079065	0.0	-9940.02208043	-2460.03402857	58.9186027521	42.052785898336396	28.77676207921911	58.918602752072616
195	-9843.25816395	-2637.49307592	0.0	-9775.64629923	-2614.6717532	-20.8088959847	67.61186472234621	22.821322717446918	-20.808895984710958
196	-9697.95906844	-2780.84501415	0.0	-9752.3685004	-2834.91121711	-82.3759067935	-54.40943196110582	-54.066202955305755	-82.37590679352473
197	-9546.68411401	-2918.71423985	0.0	-9532.89536506	-2892.19595071	33.9350889494	13.788748951579734	26.51828914129213	33.935088949353
198	-9389.94228228	-3050.977194	0.0	-9405.93168344	-3016.50205806	-45.4799245399	-15.989401162183654	34.475135942205384	-45.47992453989011
199	-9228.24146816	-3177.53835959	0.0	-9261.0876427	-3184.59189179	-99.9695896557	-32.846174538254374	-7.053532199062843	-99.96958965574723
200	-9062.08519417	-3298.32927106	0.0	-8992.90030367	-3318.29445608	-82.1099729156	69.18489049811603	-19.96518501878066	-82.10997291564354
201	-8891.96959835	-3413.30732943	0.0	-8865.54918491	-3453.75348744	44.4687828067	26.420413441571128	-40.44615800807183	44.468782806697504
202	-8718.38071363	-3522.45445512	0.0	-8652.80504632	-3494.3129345	64.2386363889	65.57566731083955	28.141520624882673	64.23863638887411
203	-8541.7920496	-3625.77561035	0.0	-8494.61781204	-3537.91276376	-14.2955729963	47.174237559187276	87.86284659589708	-14.29557299632107
204	-8362.66248124	-3723.2972222	0.0	-8455.51170518	-3624.66921024	-88.1371462758	-92.84922393655532	98.6280119582631	-88.13714627582743
205	-8181.43444363	-3815.06553576	0.0	-8119.36664699	-3819.00324453	-22.093917832	62.06779664488337	-3.937708775798086	-22.09391783203074
206	-7998.53242619	-3901.14492495	0.0	-7988.75541947	-3958.86803205	-88.3666960266	9.777006723253521	-57.72310709164123	-88.36669602662688
207	-7814.36175618	-3981.61618633	0.0	-7896.5559628	-3995.9365197	48.3030569928	-82.19420661846375	-14.320333374119286	48.3030569927966
208	-7629.30765721	-4056.57483838	0.0	-7698.14482447	-3956.68339026	-89.0304678368	-68.83716726565487	99.8914481223577	-89.0304678368051
209	-7443.73456599	-4126.12944654	0.0	-7441.34705589	-4059.29208218	-93.5765672666	2.3875100954863058	66.83736435439857	-93.57656726659465
210	-7257.98568826	-4190.39999089	0.0	-7317.52569923	-4158.43810206	63.999804424	-59.540010972431645	31.961888831760746	63.99980442404305
211	-7072.38277349	-4249.51629128	0.0	-7109.83738505	-4277.82484322	12.6789653572	-37.454611559463544	-28.30855194116046	12.678965357186826
212	-6887.22608708	-4303.61650149	0.0	-6860.96640941	-4388.62696005	-16.4455401386	26.259677667208337	-85.01045856694971	-16.445540138594538
213	-6702.79455845	-4352.8456819	0.0	-6752.70260456	-4385.55854994	84.7002325506	-49.90804610797808	-32.712868043597254	84.70023255058769
214	-6519.34608355	-4397.3544576	0.0	-6544.9639074	-4377.92036635	46.4779743562	-25.617823854991826	19.4340912466824	46.47797435618833
215	-6337.11796086	-4437.29776672	0.0	-6320.44421394	-4459.86379239	75.1536742813	16.67374692474226	-22.566025674306474	75.15367428126811
216	-6156.32744077	-4472.83370205	0.0	-6082.11582496	-4526.91570776	-14.0762395882	74.21161581465307	-54.08200571624824	-14.076239588159154
217	-5977.17236923	-4504.122447	0.0	-5885.68835035	-4507.87931444	38.8759814935	91.48401888176767	-3.7568674372940905	38.87598149349111
218	-5799.83190798	-4531.32530586	0.0	-5705.02902589	-4617.88150391	-38.5734358398	94.8028820948928	-86.55619804565112	-38.57343583980726
219	-5624.46731478	-4554.60382674	0.0	-5647.86265893	-4512.29169992	-26.161304856	-23.395344155959137	42.31212681321921	-26.161304856031137
220	-5451.22276879	-4574.11901476	0.0	-5412.95559234	-4630.96266541	32.2781243592	38.26717645465149	-56.84365064994348	32.278124359163144
221	-5280.22622749	-4590.03063222	0.0	-5352.39122462	-4609.51624896	35.0979551698	-72.16499713779322	-19.485616740263495	35.09795516981532
222	-5111.59030307	-4602.49658168	0.0	-5197.10674132	-4695.10522439	1.45575176801	-85.51643825378999	-92.608642713952	1.4557517680083407
223	-4945.41314779	-4611.6723675	0.0	-4885.43566841	-4539.65817846	-79.5065231538	59.977479386402734	72.01418904056655	-79.50652315379469
224	-4781.77933892	-4617.7106312	0.0	-4683.36602171	-4665.22200786	-35.9057962382	98.41331721682243	-47.51137665489613	-35.90579623817061
225	-4620.76075542	-4620.76075542	0.0	-4694.96091511	-4576.33315923	-71.0752648269	-74.20015969405512	44.42759618564065	-71.07526482691557
226	-4462.41743961	-4620.9685315	0.0	-4554.33152477	-4659.67252404	92.8852436399	-91.91408516727509	-38.7039925459391	92.88524363985417
227	-4306.79843828	-4618.4758856	0.0	-4316.65242961	-4530.14629107	-82.7515170842	-9.853991332761993	88.32959452492793	-82.75151708419028
228	-4153.94261865	-4613.42065815	0.0	-4186.02037686	-4614.10612747	68.3147383612	-32.07775821004866	-0.6854693153968299	68.31473836117328
229	-4003.87945551	-4605.93643194	0.0	-3954.14525586	-4648.33805176	34.9340862429	49.734199648440494	-42.4016198230295	34.93408624288071
230	-3856.62978687	-4596.1524038	0.0	-3918.3459329	-4542.39802651	45.8796988266	-61.7161460349618	53.75437728800131	45.879698826642624
231	-3712.20653595	-4584.19329572	0.0	-3649.31133692	-4667.48923682	3.25914005188	62.895199029988476	-83.2959411010822	3.2591400518799105
232	-3570.6153982	-4570.1793007	0.0	-3592.8094924	-4608.79198839	-70.3845057812	-22.194094201247182	-38.612687685973725	-70.38450578124424
233	-3431.85549238	-4554.22605971	0.0	-3362.89608144	-4542.46398208	-8.21159026631	68.95941093616474	11.762077624343888	-8.211590266305777
234	-3295.9199755	-4536.4446656	0.0	-3235.99719062	-4456.99364855	-25.327997339	59.92278488095499	79.45101705196456	-25.327997339040735
235	-3162.79662159	-4516.94169086	0.0	-3129.34024335	-4525.96149916	-51.1825912625	33.45637823820471	-9.019808307606453	-51.18259126250144
236	-3032.4683646	-4495.81923561	0.0	-3048.91196502	-4578.34562444	94.5243238107	-16.44360041296507	-82.5263888309602	94.524323810737
237	-2904.91380635	-4473.1749933	0.0	-2888.51609644	-4418.93225051	-68.7638790373	16.3977099139001	54.24274279412211	-68.76387903729315
238	-2780.10769019	-4449.10233106	0.0	-2781.76366323	-4515.84811263	30.7599657813	-1.6559730440215645	-66.74578157143303	30.759965781346637
239	-2658.02134159	-4423.69038245	0.0	-2689.29740539	-4359.34910104	-87.9533350617	-31.27606380131553	64.34128141207668	-87.95333506169911
240	-2538.62307692	-4397.0241505	0.0	-2584.80540889	-4333.0334374	39.8253286287	-46.18233196845543	63.9907130972137	39.825328628729125
241	-2421.87858165	-4369.18461877	0.0	-2356.47846068	-4286.22100401	85.9179794047	65.40012097280501	82.9636147595067	85.91797940467606
242	-2307.75125942	-4340.24886902	0.0	-2289.89072959	-4294.72280691	-66.0722091628	17.860529828133664	45.526062111867475	-66.07220916278276
243	-2196.2025535	-4310.29020372	0.0	-2145.58728561	-4398.21405681	-85.4368899965	50.615267886533644	-87.92385309616398	-85.43688999652737
244	-2087.19224204	-4279.37827198	0.0	-2094.28005128	-4282.07169719	-57.0658382398	-7.087809237006098	-2.693425211984035	-57.06583823979088
245	-1980.67870861	-4247.57919792	0.0	-2049.54941001	-4342.77892357	0.143562881782	-68.87070139716245	-95.1997256480766	0.14356288178186105
246	-1876.61918946	-4214.95571015	0.0	-1860.75406652	-4125.21979726	59.756163734	15.865122947604519	89.73591289037063	59.75616373401505
247	-1774.9699991	-4181.56727164	0.0	-1727.97379146	-4091.90624689	-17.8126206469	46.99620763629841	89.66102475821401	-17.81262064694245
248	-1675.68673535	-4147.47020911	0.0	-1751.50629314	-4193.99430215	99.6014712541	-75.81955779424163	-46.52409303812399	99.60147125407147
249	-1578.72446548	-4112.7178412	0.0	-1618.49648868	-4048.27099145	-80.2765869178	-39.77202319977635	64.44684974942288	-80.27658691779925
250	-1484.03789459	-4077.360605	0.0	-1408.22486791	-4143.39269197	67.9477685487	75.81302667889096	-66.03208696528651	67.94776854872467
251	-1391.58151753	-4041.44618038	0.0	-1398.45335902	-4127.37044158	66.742834847	-6.871841489808077	-85.92426120402521	66.74283484696815
252	-1301.30975561	-4005.01961159	0.0	-1205.3446085	-3951.04517398	-11.4428725048	95.96514711018648	53.974437614696996	-11.44287250479043
253	-1213.17707918	-3968.12342613	0.0	-1214.6623838	-4036.71543342	-25.1716537811	-1.4853046144142326	-68.59200728664712	-25.171653781125983
254	-1127.13811723	-3930.79775024	0.0	-1135.38580328	-3947.28457401	36.3939319592	-8.24768604655604	-16.486823762726345	36.3939319592148
255	-1043.14775492	-3893.08042115	0.0	-1108.841803	-3895.97227407	-18.1033352724	-65.69404808175435	-2.891852911780461	-18.10333527237937
256	-961.161220121	-3855.00709572	0.0	-943.292084141	-3779.16163238	-92.1700322804	17.869135979556432	75.84546333226851	-92.17003228035759
257	-881.13415985	-3816.6113554	0.0	-833.645822755	-3835.89128363	61.5901855385	47.488337094302665	-19.279928235660492	61.590185538542045
258	-803.022707349	-3777.92480759	0.0	-723.655699747	-3791.15794593	-50.1067767121	79.36700760179457	-13.23313834738748	-50.10677671210993
259	-726.783540713	-3738.97718312	0.0	-728.471277303	-3833.44190502	3.33420913262	-1.6877365897463648	-94.46472189703353	3.334209132622675
260	-652.373933745	-3699.79643004	0.0	-720.442839003	-3796.80036093	-84.8694037409	-68.06890525829749	-97.00393088777781	-84.86940374093534
261	-579.751799722	-3660.40880363	0.0	-611.751222636	-3628.00028347	-3.77102404863	-31.999422913131937	32.4085201643355	-3.7710240486342457
262	-508.87572874	-3620.83895273	0.0	-489.503674785	-3614.2828098	-70.939670993	19.372053954947916	6.5561429333656775	-70.93967099300195
263	-439.705019185	-3581.11000236	0.0	-488.86567601	-3506.53828363	39.9051755565	-49.160656824753524	74.57171873395157	39.90517555654051
264	-372.199703916	-3541.24363281	0.0	-469.906333143	-3503.13952913	-5.93527902654	-97.70662922684174	38.104103677673265	-5.935279026543029
265	-306.320571631	-3501.26015515	0.0	-297.33751792	-3414.78430798	-86.7067515514	8.983053711121869	86.47584717492873	-86.70675155141767
266	-242.029183904	-3461.17858339	0.0	-146.567135633	-3431.01478589	-5.79112120173	95.46204827046864	30.163797500293896	-5.791121201729112
267	-179.287888307	-3421.01670323	0.0	-221.817152046	-3409.18286258	-20.6038415458	-42.5292637395023	11.833840653601982	-20.603841545842542
268	-118.059828018	-3380.79113765	0.0	-23.8309345407	-3463.1733493	-82.1001176876	94.228893476888	-82.38221164943478	-82.1001176875692
269	-58.3089482733	-3340.51740931	0.0	10.1070190963	-3418.7085722	75.6283511589	68.41596736961347	-78.19116289010995	75.62835115889496
270	-6.06238741952e-13	-3300.21	0.0	24.9299133255	-3212.26292576	-39.700609459	24.92991332548968	87.94707424222113	-39.7006094589829
271	56.9014590749	-3259.88240714	0.0	94.1167233534	-3225.07095054	-21.0907036356	37.21526427847789	34.81145660205925	-21.090703635563585
272	112.429065551	-3219.54719748	0.0	87.612521641	-3170.43255857	-26.8818178708	-24.81654390983077	49.11463890240583	-26.881817870792915
273	166.615653468	-3179.21605814	0.0	154.784861581	-3080.11250107	33.2648392242	-11.830791887401546	99.10355706377672	33.2648392241928
274	219.493259176	-3138.89984507	0.0	264.190660447	-3075.17484535	24.2330987917	44.69740127125567	63.72499972125715	24.23309879168218
275	271.093127742	-3098.60862901	0.0	282.125413645	-3031.2621501	-97.9042470838	11.032285903544704	67.34647891148396	-97.90424708376197
276	321.445720713	-3058.35173912	0.0	371.343487176	-2964.09914682	-51.0558537469	49.897766463050715	94.252592294073	-51.05585374688992
277	370.580725051	-3018.13780434	0.0	295.697481632	-3052.95287988	-36.7696681216	-74.88324341869826	-34.815075534767374	-36.76966812161373
278	418.527063077	-2977.97479261	0.0	340.024107701	-2979.67371403	-71.923824931	-78.50295537523209	-1.6989214215153794	-71.92382493097251
279	465.312903298	-2937.87004799	0.0	502.421690942	-2917.51096857	58.1803289097	37.1087876439442	20.35907942828665	58.180328909675836
280	510.965671967	-2897.83032588	0.0	559.065776503	-2888.12149687	90.4236336375	48.100104536260545	9.708829000111365	90.42363363753046
281	555.512065266	-2857.86182629	0.0	495.415259575	-2850.3680086	-21.9911956591	-60.09680569164535	7.493817682136395	-21.991195659080347
282	598.978062009	-2817.97022545	0.0	686.92470234	-2866.85269378	-81.6049986932	87.94664033123289	-48.88246833241905	-81.60499869318332
283	641.388936758	-2778.1607056	0.0	606.966560432	-2756.4114406	-95.226143371	-34.42237632599941	21.749264996665005	-95.22614337100035
284	682.769273282	-2738.43798328	0.0	753.44114003	-2822.24707602	-20.2488485492	70.67186674822489	-83.80909273085162	-20.24884854924818
285	723.142978263	-2698.80633601	0.0	777.925140746	-2749.80241376	2.27291793201	54.7821624832994	-50.99607774283746	2.2729179320118504
286	762.533295194	-2659.26962757	0.0	860.782354937	-2674.1940203	-86.3715437763	98.2490597433796	-14.924392734966489	-86.37154377632883
287	800.962818399	-2619.83133187	0.0	869.211573548	-2716.26683388	-0.347228857117	68.24875514887495	-96.43550200749591	-0.3472288571174005
288	838.453507121	-2580.49455555	0.0	930.594045827	-2527.13647471	19.8913354178	92.14053870609044	53.358080846102155	19.89133541781554
289	875.026699631	-2541.26205933	0.0	885.443664929	-2452.44493916	-50.2141488433	10.416965297977328	88.81712016678861	-50.21414884328952
290	910.703127313	-2502.13627812	0.0	893.370302013	-2568.630182	-99.2868759885	-17.33282530044748	-66.49390388120094	-99.28687598851664
291	945.502928681	-2463.11934014	0.0	904.317713979	-2490.7204238	-26.4904629768	-41.18521470135417	-27.601083658296318	-26.490462976779767
292	979.445663301	-2424.21308487	0.0	895.987238467	-2400.07316321	40.1097113467	-83.45842483409851	24.139921659821084	40.10971134668907
293	1012.55032559	-2385.41908006	0.0	1090.76627677	-2311.17482621	75.8238840959	78.21595118072824	74.24425385203833	75.8238840958825
294	1044.83535846	-2346.73863777	0.0	1033.19065033	-2350.62215745	32.843329581	-11.64470812513079	-3.8835196727006434	32.843329581048266
295	1076.31866676	-2308.17282954	0.0	1091.94011957	-2307.95775545	-22.7793610071	15.6214528131201	0.2150740937360638	-22.779361007122233
296	1107.01763058	-2269.72250068	0.0	1145.17860403	-2362.46030268	52.680662375	38.16097345364028	-92.73780200135644	52.680662375038224
297	1136.94911828	-2231.38828375	0.0	1090.29829485	-2189.7093634	-31.7466825124	-46.65082342889366	41.678920352934654	-31.746682512402245
298	1166.12949931	-2193.17061137	0.0	1072.3099201	-2142.813612	-59.5385395894	-93.8195792056835	50.356999366360725	-59.53853958936952
299	1194.57465682	-2155.06972814	0.0	1240.93997702	-2241.62403385	-10.7219569204	46.36532019452554	-86.5543057073827	-10.721956920440377
300	1222.3	-2117.08570209	0.0	1135.53002851	-2139.29293964	71.0947120594	-86.7699714928777	-22.207237552668374	71.09471205942071
301	1249.32047612	-2079.21843529	0.0	1305.81997566	-2048.68244677	-81.1413036087	56.49949953746949	30.535988521353715	-81.14130360866943
302	1275.65058239	-2041.46767399	0.0	1298.91163235	-2072.88701749	37.0173374042	23.261049957276754	-31.419343505117283	37.0173374041575
303	1301.30437746	-2003.83301812	0.0	1327.49980917	-2024.90892482	-64.1766645909	26.195431703729284	-21.075906706703122	-64.17666459094264
304	1326.29549275	-1966.31393026	0.0	1232.07241996	-2001.49597362	-62.4764229503	-94.22307278433351	-35.18204335520845	-62.476422950324384
305	1350.63714336	-1928.90974413	0.0	1335.53701297	-1964.46239759	-10.231765793	-15.100130393633933	-35.552653463108115	-10.231765792960857
306	1374.34213888	-1891.6196725	0.0	1447.64814255	-1849.72657584	-56.9861133477	73.30600367118595	41.89309665646056	-56.986113347733
307	1397.42289375	-1854.44281476	0.0	1466.20871561	-1908.97488967	46.8971208349	68.7858218662245	-54.53207490844354	46.897120834922475
308	1419.89143745	-1817.37816399	0.0	1496.25239846	-1776.86548606	-65.9473382461	76.36096100747108	40.512677935616665	-65.94733824606887
309	1441.75942441	-1780.42461361	0.0	1434.4926351	-1757.5335029	-4.19679598177	-7.266789303713651	22.89111071198174	-4.196795981772851
310	1463.03814354	-1743.58096367	0.0	1369.2658818	-1713.97981037	-16.8701828923	-93.77226174663471	29.60115330390866	-16.870182892339997
311	1483.73852765	-1706.84592679	0.0	1508.24198587	-1801.63804122	-92.7796339804	24.503458218520464	-94.79211442631883	-92.77963398035081
312	1503.87116244	-1670.2181337	0.0	1544.53176977	-1620.49251052	-83.8242973025	40.66060732941054	49.725623182228986	-83.8242973024532
313	1523.44629532	-1633.69613851	0.0	1477.60038297	-1568.19668559	60.0750333853	-45.84591235798561	65.4994529185137	60.0750333852566
314	1542.47384394	-1597.27842363	0.0	1547.81385435	-1692.7774393	75.5752212645	5.340010416293325	-95.49901566805448	75.57522126449595
315	1560.96340442	-1560.96340442	0.0	1507.71238004	-1635.90782054	14.114038589	-53.25102438543527	-74.9444161208699	14.114038589015337
316	1578.92425941	-1524.74943359	0.0	1548.34100365	-1450.82869882	54.3391740988	-30.583255764438192	73.92073476911622	54.33917409883776
317	1596.36538579	-1488.63480524	0.0	1562.80118559	-1510.57497926	11.5500394856	-33.56420020589029	-21.94017402277204	11.550039485558102
318	1613.2954622	-1452.61775881	0.0	1680.73331303	-1483.03156981	70.4267614785	67.43785083355792	-30.413811002716614	70.4267614785353
319	1629.72287627	-1416.69648266	0.0	1630.37004592	-1466.69068921	-0.0393926483491	0.6471696551512593	-49.99420655029321	-0.03939264834909295
320	1645.65573166	-1380.86911748	0.0	1632.61244415	-1343.73679791	-28.4997409455	-13.043287506935556	37.13231957076454	-28.49974094547136
321	1661.10185483	-1345.13375955	0.0	1638.89666336	-1439.07112168	57.053505912	-22.205191466173574	-93.9373621298868	57.05350591202574
322	1676.06880157	-1309.4884637	0.0	1638.66951145	-1318.15138442	-35.7256069499	-37.399290113070904	-8.662920718371055	-35.72560694990297
323	1690.56386333	-1273.93124617	0.0	1697.96592984	-1341.74191953	17.7636458984	7.402066508923539	-67.81067335980529	17.76364589839592
324	1704.59407332	-1238.46008726	0.0	1736.16790531	-1235.30093952	-0.459292660003	31.573831980601824	3.1591477319788055	-0.45929266000311486
325	1718.16621238	-1203.0729338	0.0	1764.23771223	-1186.90715234	-58.2356540007	46.0714998579835	16.165781458441913	-58.23565400065114
326	1731.2868146	-1167.76770155	0.0	1664.47427401	-1168.42440742	-33.2514304782	-66.81254059272155	-0.6567058763910012	-33.25143047819003
327	1743.96217285	-1132.5422773	0.0	1714.58406351	-1168.81824919	23.7455385789	-29.378109342047182	-36.275971894472335	23.74553857893183
328	1756.19834397	-1097.39452102	0.0	1703.23535001	-1021.57679196	79.5790929295	-52.96299395594779	75.81772905518969	79.57909292947741
329	1768.0011538	-1062.32226771	0.0	1775.43975495	-1050.01718394	-64.3213900157	7.438601145696765	12.305083778890918	-64.32139001573884
330	1779.37620209	-1027.32332927	0.0	1730.52025031	-1066.17971724	32.3428392518	-48.8559517818107	-38.856387976510476	32.34283925182626
331	1790.3288671	-992.395496111	0.0	1732.83544882	-904.907113506	-0.367670540976	-57.493418279455824	87.48838260460647	-0.36767054097572327
332	1800.86431008	-957.53653881	0.0	1818.85055299	-1051.73979008	28.4386254608	17.986242912804414	-94.20325127206483	28.438625460836818
333	1810.98747954	-922.744209543	0.0	1825.53078942	-987.44480164	-99.9919220649	14.54330987263053	-64.70059209700045	-99.99192206491496
334	1820.7031154	-888.016243483	0.0	1839.16021423	-923.878091642	-75.7710664873	18.45709883058015	-35.861848158523316	-75.77106648733087
335	1830.01575283	-853.350360087	0.0	1744.12509013	-763.981214774	-0.984687750754	-85.89066269153113	89.36914531333457	-0.9846877507543752
336	1838.92972605	-818.744264306	0.0	1798.4143858	-905.619842415	70.6289512699	-40.51534025839392	-86.8755781091441	70.62895126993533
337	1847.44917193	-784.19564771	0.0	1836.05293298	-693.969364815	-12.372587324	-11.396238947294918	90.22628289549002	-12.372587323973022
338	1855.57803331	-749.702189543	0.0	1767.87537526	-679.483590688	-17.9604250589	-87.70265805075974	70.21859885509826	-17.960425058899787
339	1863.32006236	-715.261557702	0.0	1863.48547346	-652.22440342	-25.0750022369	0.16541109696844103	63.03715428199371	-25.075002236934935
340	1870.67882358	-680.871409655	0.0	1887.92465161	-672.581290778	87.7637601153	17.24582803001273	8.29011887713429	87.76376011531232
341	1877.65769675	-646.529393297	0.0	1924.98657416	-738.249064994	-7.0448505752	47.3288774067444	-91.71967169677788	-7.044850575197188
342	1884.25987973	-612.233147747	0.0	1799.00137331	-646.543884624	47.2557499719	-85.25850642199593	-34.310736877400444	47.25574997191063
343	1890.48839106	-577.980304087	0.0	1954.0156199	-603.662204965	-88.0604629225	63.527228843344744	-25.68190087794757	-88.06046292250971
344	1896.3460724	-543.768486063	0.0	1944.99048708	-469.631923292	66.1418466995	48.64441467920142	74.13656277094225	66.14184669952218
345	1901.83559093	-509.595310727	0.0	1816.26520098	-484.589992448	87.99359534	-85.57038995206953	25.005318278461445	87.9935953399702
346	1906.95944146	-475.458389041	0.0	1837.85959961	-512.93882532	3.99149101998	-69.09984184243874	-37.48043627944468	3.9914910199767775
347	1911.71994847	-441.355326443	0.0	1940.58357797	-452.188056909	62.4734601704	28.863629496362933	-10.832730466475596	62.47346017037313
348	1916.11926807	-407.283723371	0.0	1887.98236021	-450.025008565	-54.0197568107	-28.13690785705778	-42.74128519387297	-54.019756810683425
349	1920.15938967	-373.241175758	0.0	1958.0924769	-400.792328471	-17.0210852003	37.933087226100156	-27.551152713664422	-17.021085200335435
350	1923.84213765	-339.225275492	0.0	1990.00078847	-261.728091061	77.1496194594	66.15865081531044	77.49718443181843	77.1496194593793
351	1927.16917285	-305.233610853	0.0	1917.30169526	-224.661721905	98.520039989	-9.867477595178855	80.57188894732593	98.52003998896771
352	1930.14199387	-271.263766913	0.0	2001.79008614	-328.548519921	-27.2732147157	71.64809226544375	-57.28475300826512	-27.27321471565729
353	1932.76193835	-237.31332593	0.0	1842.55273912	-335.119929683	26.0113611433	-90.20919922621262	-97.80660375342687	26.011361143306488
354	1935.03018399	-203.379867704	0.0	1916.44933839	-128.697198737	-64.950199245	-18.580845602320494	74.68266896754037	-64.95019924498271
355	1936.94774957	-169.460969929	0.0	1873.72074427	-245.320434078	-24.6508943966	-63.22700529446157	-75.85946414908504	-24.65089439658297
356	1938.51549572	-135.554208519	0.0	1883.71871167	-162.05293219	7.89754604069	-54.796784054542	-26.49872367115526	7.8975460406923474
357	1939.73412567	-101.657157926	0.0	1887.31121502	-59.8674425367	6.64592527347	-52.42291064963911	41.78971538911961	6.645925273474049
358	1940.60418575	-67.7673914454	0.0	1933.99014332	-82.5906739564	93.1817556305	-6.614042437256742	-14.823282510937702	93.18175563050312
359	1941.12606592	-33.8824815145	0.0	1850.44690815	7.34221317025	61.7936731876	-90.67915776921973	41.22469468473798	61.79367318758764
